record_id,q_idx,n_premises_nl,n_premises_used,premise_use_ratio,question,answer,answer_norm,is_mcq,is_yn,is_open,exp_words,n_cited_in_exp,cite_subset,has_numeric
73,1,22,1,0.045454545454545456,"Based on the above premises, is the statement true?
Statement: If a student receives a scholarship, they must be excellent.",No,No,False,False,True,21,1,True,False
74,0,12,1,0.08333333333333333,"Based on the above premises, which statement can be inferred?
A. If a school does not have a principal, then it cannot have students.
B. If a school has students, then it must also have staff and teachers.
C. If a school has staff, then it must have a principal.
D. Every school has both students and teachers.",Unknown,Unknown,True,False,False,39,2,False,False
74,1,12,1,0.08333333333333333,"Based on the above premises, is the statement true?
Statement: If a school has students, then it has teachers.",No,No,False,False,True,31,1,True,False
75,0,12,3,0.25,"Based on the above premises, which statement can be inferred?
A. If everyone is a student, and if someone not being a student implies they are not a teacher, then everyone is a university staff member.
B. If there is at least one researcher, then there is no university staff member.
C. If everyone is a teacher, then there is no researcher.
D. If someone is not a student, then they are a researcher.",Unknown,Unknown,True,False,False,39,3,True,True
75,1,12,1,0.08333333333333333,"Based on the above premises, is the statement true?
Statement: If everyone is a teacher, then there is at least one researcher.",No,No,False,False,True,22,1,True,True
76,0,13,1,0.07692307692307693,"Based on the above premises, which statement can be inferred?
A. If someone does not fully participate in conduct training, then they are not eligible for graduation.
B. If someone does not fully participate in social work, then everyone is a student.
C. If everyone in the university is a student, then there is at least one student eligible for graduation.
D. If there exists a student eligible for graduation, then no student fully participates in conduct training.",Unknown,Unknown,True,False,False,31,2,False,True
76,1,13,2,0.15384615384615385,"Based on the above premises, is the statement true?
Statement: If someone does not fully participate in social work, then everyone fully participates in conduct training.",No,No,False,False,True,42,3,True,False
77,0,5,1,0.2,"Based on the above premises, which statement can be inferred?
A. If a student participates in social work, then they meet academic requirements.
B. If someone participates in social work, then they meet extracurricular requirements.
C. If someone meets academic requirements, then they are not a student.
D. If a student meets academic requirements, they are not eligible for graduation.",Unknown,Unknown,True,False,False,40,2,False,False
77,1,5,2,0.4,"Based on the above premises, is the statement true?
Statement: If someone meets academic requirements, then if they fully participate in conduct training, they are eligible for graduation.",No,No,False,False,True,43,2,True,False
78,0,5,1,0.2,"Based on the above premises, which statement can be inferred?
A. If a student does not attend review sessions, then they do not earn extra credit.
B. If a student does not participate in study groups, they will fail.
C. If a student submits assignments on time, they do not achieve good grades.
D. If a student does not complete fundamental courses, then they did not attend review sessions.",Unknown,Unknown,True,False,False,25,1,True,True
78,1,5,2,0.4,"Based on the above premises, is the statement true?
Statement: If submitting assignments on time implies achieving good grades, then not attending review sessions implies not completing the fundamental courses.",No,No,False,False,True,37,2,True,False
79,0,6,0,0.0,"Based on the above premises, which statement can be inferred?
A. If a student attends classes, then they receive extra credit.
B. If a student receives extra credit, then they do not study regularly.
C. If a student studies regularly, then they do not achieve good grades.
D. If a student submits assignments on time, then they do not receive extra credit.",Unknown,Unknown,True,False,False,19,1,False,True
79,1,6,2,0.3333333333333333,"Based on the above premises, is the statement true?
Statement: If achieving good grades implies studying regularly, then not receiving extra credit implies that the student does not submit assignments on time.",No,No,False,False,True,34,2,True,True
80,0,6,2,0.3333333333333333,"Based on the above premises, which statement can be inferred?
A. If a student does not complete their assignments, then they do not achieve high scores.
B. If a student submits homework on time, then they receive bonus points.
C. If a student does not attend class, they will achieve high scores.
D. If a student achieves high scores, then they did not study regularly.",Unknown,Unknown,True,False,False,48,2,True,False
80,1,6,1,0.16666666666666666,"Based on the above premises, is the statement true?
Statement: If a student studies regularly, then they complete their assignments.",No,No,False,False,True,15,1,True,False
81,0,5,0,0.0,"Based on the above premises, which statement can be inferred?
A. If a student submits assignments on time, then they receive extra credit.
B. If a student receives extra credit, then they study regularly.
C. If a student achieves good grades, then they do not receive extra credit.
D. If a student does not submit assignments on time, then they study regularly.",Unknown,Unknown,True,False,False,21,1,False,True
81,1,5,0,0.0,"Based on the above premises, is the statement true?
Statement: If a student submits assignments on time, then they receive extra credit.",No,No,False,False,True,18,1,False,True
82,0,6,3,0.5,"Based on the above premises, which statement can be inferred?
A. If a student does not achieve good grades, then they do not receive extra credit.
B. If a student receives extra credit, then they achieve good grades.
C. If a student does not attend class, they receive extra credit.
D. If a student submits assignments on time, then they do not receive extra credit.",Unknown,Unknown,True,False,False,54,3,True,True
82,1,6,1,0.16666666666666666,"Based on the above premises, is the statement true?
Statement: If a student attends classes, then they receive extra credit.",No,No,False,False,True,20,1,True,True
83,0,6,1,0.16666666666666666,"Based on the above premises, which statement can be inferred?
A. If every student participates in research, then every student takes advanced courses.
B. If a student does not participate in research, then they do not win a scholarship.
C. If a student takes advanced courses, then they participate in research.
D. If every student wins a scholarship, then no student participates in research.",Unknown,Unknown,True,False,False,53,2,False,False
83,1,6,1,0.16666666666666666,"Based on the above premises, is the statement true?
Statement: If every student wins a scholarship, then at least one student wins a scholarship.",No,No,False,False,True,25,1,True,True
84,0,5,2,0.4,"Based on the above premises, which statement can be inferred?
A. If a student wins a scholarship, then they publish research.
B. If a student publishes research, then they take advanced courses.
C. If a student is not a student, then they do not win a scholarship.
D. If someone does not take advanced courses, then they cannot publish research.",Unknown,Unknown,True,False,False,38,3,False,False
84,1,5,1,0.2,"Based on the above premises, is the statement true?
Statement: There exists someone who wins a scholarship.",No,No,False,False,True,32,2,False,False
