id,question,cot,answer,unit
LD202,"Two charges q1 = +2 × 10^-8 C and q2 = -2 × 10^-8 C are placed at points A and B, 12 cm apart. A test charge q = 10^-5 C is placed at point M, which is located on the perpendicular bisector of AB, 5 cm from AB. Calculate the resultant electric force acting on q.","Step 1: Convert distances to meters: $AB = 0.12$ m, so half-distance is $0.06$ m; the distance from M to each charge is $r = \sqrt{0.06^2 + 0.05^2} = \sqrt{0.0061} \approx 0.0781$ m.
Step 2: Compute the magnitude of the force from one charge: $F_1 = k \frac{|q_1| q}{r^2} = 9 \times 10^9 \cdot \frac{2 \times 10^{-8} \cdot 10^{-5}}{0.0061} \approx 0.295$ N.
Step 3: The vertical components of $F_1$ and $F_2$ cancel; the horizontal components add. The angle $\theta$ satisfies $\sin\theta = 0.06 / 0.0781 \approx 0.768$.
Step 4: The resultant force is $F = 2 F_1 \sin\theta = 2 \times 0.295 \times 0.768 \approx 0.453$ N.",0.453,N
LD115,"Two point charges q1 = +5 × 10^-8 C and q2 = +6 × 10^-8 C are placed at points A and B, respectively, 15 cm apart in air. A third charge q3 = -7 × 10^-8 C is placed at point C, such that the distance from C to A is 3 cm and the distance from C to B is 17 cm. Calculate the net electric force acting on q3.","Step 1: Calculate the force $F_{13}$ between $q_1$ and $q_3$ using Coulomb's law: $F_{13} = k \frac{|q_1 q_3|}{r_{AC}^2} = 9 \times 10^9 \cdot \frac{(5 \times 10^{-8})(7 \times 10^{-8})}{0.03^2} = 0.035$ N.
Step 2: Calculate the force $F_{23}$ between $q_2$ and $q_3$: $F_{23} = 9 \times 10^9 \cdot \frac{(6 \times 10^{-8})(7 \times 10^{-8})}{0.17^2} \approx 0.00131$ N.
Step 3: Note that $q_3$ is negative and both $q_1$ and $q_2$ are positive, so both forces are attractive, pulling $q_3$ toward A and B respectively.
Step 4: Since the distances $AC=3$ cm, $BC=17$ cm, and $AB=15$ cm satisfy $3^2 + 15^2 \approx 17^2$, the forces are nearly perpendicular; compute the net magnitude as $\sqrt{0.035^2 + 0.00131^2} \approx 0.035$ N.
Step 5: Rounding to three decimal places gives the net force as $0.036$ N.",0.036,N
LD102,"Charges q1 = -2 × 10^-7 C and q2 = -1 × 10^-7 C are placed at points A and B, separated by 6 cm in air. A third charge, q3 = +5 × 10^-7 C, is placed at point C, given that the distance from C to A is 7 cm and the distance from C to B is 8 cm. Calculate the net electric force acting on q3.","Step 1: Convert distances to meters: $r_{CA} = 0.07$ m, $r_{CB} = 0.08$ m, and use Coulomb's constant $k = 9 \times 10^9$ N·m²/C².
Step 2: Calculate the force $F_{13}$ between $q_1$ and $q_3$: $F_{13} = k \frac{|q_1 q_3|}{r_{CA}^2} = 9 \times 10^9 \cdot \frac{(2 \times 10^{-7})(5 \times 10^{-7})}{0.07^2} \approx 0.1837$ N, directed from C toward A.
Step 3: Calculate the force $F_{23}$ between $q_2$ and $q_3$: $F_{23} = k \frac{|q_2 q_3|}{r_{CB}^2} = 9 \times 10^9 \cdot \frac{(1 \times 10^{-7})(5 \times 10^{-7})}{0.08^2} \approx 0.0703$ N, directed from C toward B.
Step 4: Use the law of cosines with the triangle sides $0.07$, $0.08$, and $0.06$ m to find the angle between the two force vectors, then compute the resultant magnitude $\sqrt{F_{13}^2 + F_{23}^2 + 2 F_{13} F_{23} \cos\theta} \approx 0.238$ N.",0.238,N
LD053,"At two points A and B, separated by 10 cm in the air, two charges q1 = -q2 = 6 × 10^-6 C are placed. Determine the electric field strength caused by these two point charges at point C, knowing that AC = BC = 12 cm.","Step 1: Note the charges $q_1 = 6 \times 10^{-6}$ C, $q_2 = -6 \times 10^{-6}$ C, and distances $AC = BC = 12$ cm $= 0.12$ m.
Step 2: Since $AC = BC$, point C lies on the perpendicular bisector of AB, forming an isosceles triangle with base $AB = 10$ cm.
Step 3: Compute the field magnitude from each charge: $E_1 = E_2 = k|q|/r^2 = (9 \times 10^9 \times 6 \times 10^{-6}) / (0.12)^2 = 3.75 \times 10^6$ V/m.
Step 4: Find the angle $\theta$ at C using $\sin(\theta/2) = (5/12)$, giving $\theta \approx 49.2^\circ$; the resultant field is $E = 2E_1 \cos(\theta/2) = 2 \times 3.75 \times 10^6 \times \cos(24.6^\circ) \approx 3.125 \times 10^6$ V/m.",3.125 * 10^{6},V/m
LD120,"Two electric charges q1 = +6 × 10^-8 C and q2 = +1 × 10^-8 C are placed at two points A and B, separated by 15 cm in air. A third charge q3 = -1 × 10^-8 C is placed at point C, with the distance from C to A being 14 cm and to B being 6 cm. Calculate the net electric force acting on q3.","Step 1: Calculate the force $F_{13}$ between $q_1$ and $q_3$ using Coulomb's law: $F_{13} = k \frac{|q_1 q_3|}{r_{CA}^2} = 9 \times 10^9 \cdot \frac{6 \times 10^{-8} \cdot 1 \times 10^{-8}}{0.14^2} \approx 2.755 \times 10^{-4}$ N.
Step 2: Calculate the force $F_{23}$ between $q_2$ and $q_3$: $F_{23} = k \frac{|q_2 q_3|}{r_{CB}^2} = 9 \times 10^9 \cdot \frac{1 \times 10^{-8} \cdot 1 \times 10^{-8}}{0.06^2} = 2.5 \times 10^{-4}$ N.
Step 3: Determine the angle $\gamma$ at C in triangle ABC using the law of cosines: $\cos \gamma = \frac{14^2 + 6^2 - 15^2}{2 \cdot 14 \cdot 6} = \frac{7}{168}$, so $\gamma \approx 87.6^\circ$.
Step 4: Compute the net force magnitude using the parallelogram law: $F_{net} = \sqrt{F_{13}^2 + F_{23}^2 + 2 F_{13} F_{23} \cos \gamma} \approx 3.79 \times 10^{-4}$ N.",0.379 * 10^{-3},N
LD222,"Two charges q1 = +8 × 10^-7 C and q2 = -8 × 10^-7 C are placed at two points A and B, separated by 10 cm. A third charge q3 = +8 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3.","Step 1: Convert the separation to meters: $10$ cm $= 0.1$ m, so the distance from $q_3$ at the midpoint to each charge is $r = 0.05$ m.
Step 2: Calculate the force magnitude between $q_1$ and $q_3$ using Coulomb's law: $F_{13} = k \frac{|q_1 q_3|}{r^2} = 9 \times 10^9 \cdot \frac{(8 \times 10^{-7})^2}{0.05^2} = 2.304$ N.
Step 3: The force between $q_2$ and $q_3$ has the same magnitude $F_{23} = 2.304$ N because $|q_2| = |q_1|$ and the distance is identical.
Step 4: Since $q_1$ and $q_3$ are both positive, $F_{13}$ is repulsive; $q_2$ and $q_3$ have opposite signs, so $F_{23}$ is attractive, and both forces act in the same direction toward $q_2$.
Step 5: The net force on $q_3$ is the sum $F_{13} + F_{23} = 2.304 + 2.304 = 4.608$ N.",4.608,N
LD351,"Two electric charges q1 = 3.6 × 10^-6 C and q2 = 1.2 × 10^-6 C are placed at points A and B, separated by 7.5 cm. Point M lies on the line connecting A and B, at a distance of 3.3 cm from A. Calculate the net electric field strength at M. Give your answer rounded two decimal places.","Step 1: Convert distances to meters: $r_1 = 0.033$ m, and $r_2 = 0.075 - 0.033 = 0.042$ m.
Step 2: Compute the field from $q_1$ using $E_1 = k \frac{q_1}{r_1^2} = 9 \times 10^9 \cdot \frac{3.6 \times 10^{-6}}{0.033^2} \approx 2.975 \times 10^7$ V/m.
Step 3: Compute the field from $q_2$ using $E_2 = k \frac{q_2}{r_2^2} = 9 \times 10^9 \cdot \frac{1.2 \times 10^{-6}}{0.042^2} \approx 6.122 \times 10^6$ V/m.
Step 4: Since both charges are positive and M lies between them, the fields oppose each other, so the net field is $E_{\text{net}} = E_1 - E_2 \approx 2.36 \times 10^7$ V/m.",2.36 * 10^{7},V/m
LD056,"At two points A and B, separated by 20 cm in air, two point charges q1 = 4 × 10^-6 C and q2 = -6.4 × 10^-6 C are placed. Determine the electric field strength caused by these two point charges at point C, knowing that AC = 12 cm and BC = 16 cm. Determine the electric force acting on charge q3 = -5 × 10^-8 C placed at C.","Step 1: Verify triangle geometry by checking $AC^2 + BC^2 = 0.12^2 + 0.16^2 = 0.04$ m$^2$, which equals $AB^2 = 0.20^2 = 0.04$ m$^2$, confirming a right angle at C.
Step 2: Compute the electric field magnitude from $q_1$ at C: $E_1 = k \frac{|q_1|}{AC^2} = 9 \times 10^9 \cdot \frac{4 \times 10^{-6}}{0.12^2} = 2.5 \times 10^6$ N/C, directed away from $q_1$.
Step 3: Compute the electric field magnitude from $q_2$ at C: $E_2 = k \frac{|q_2|}{BC^2} = 9 \times 10^9 \cdot \frac{6.4 \times 10^{-6}}{0.16^2} = 2.25 \times 10^6$ N/C, directed toward $q_2$.
Step 4: Since $E_1$ and $E_2$ are perpendicular, the resultant field is $E_C = \sqrt{E_1^2 + E_2^2} = \sqrt{(2.5 \times 10^6)^2 + (2.25 \times 10^6)^2} = 3.36 \times 10^6$ V/m.",33.6 * 10^{5},V/m
LD181,"Two electric forces, with magnitudes 3 N and 11 N, act at an angle of 60° to each other. Calculate their resultant force.","Step 1: Identify the given force magnitudes $F_1 = 3$ N and $F_2 = 11$ N, and the angle between them $\theta = 60^\circ$.
Step 2: Use the resultant force formula $R = \sqrt{F_1^2 + F_2^2 + 2 F_1 F_2 \cos\theta}$.
Step 3: Substitute the values: $R = \sqrt{3^2 + 11^2 + 2 \cdot 3 \cdot 11 \cdot \cos 60^\circ}$.
Step 4: Compute $\cos 60^\circ = 0.5$, so $R = \sqrt{9 + 121 + 33} = \sqrt{163} \approx 12.7671$ N.",12.7671,N
LD124,"Two point charges, q1 = +4 × 10^-8 C and q2 = -4 × 10^-8 C, are placed at points A and B, 10 cm apart. A test charge q = 10^-8 C is placed at point M, which is on the perpendicular bisector of the line segment AB, at a distance of 3 cm from AB. Calculate the magnitude of the net electric force exerted by q1 and q2 on q.","Step 1: Determine the distance from each charge to point M using the Pythagorean theorem: $r = \sqrt{(5 \text{ cm})^2 + (3 \text{ cm})^2} = \sqrt{34} \text{ cm} \approx 5.83 \times 10^{-2}$ m.
Step 2: Calculate the magnitude of the force from one charge on $q$: $F_1 = k \frac{|q_1 q|}{r^2} = 9 \times 10^9 \cdot \frac{(4 \times 10^{-8})(10^{-8})}{(5.83 \times 10^{-2})^2} \approx 1.06 \times 10^{-3}$ N.
Step 3: Note that the vertical components of the forces from $q_1$ and $q_2$ cancel, while the horizontal components add up.
Step 4: Compute the horizontal component using $\cos\theta = \frac{5}{\sqrt{34}}$: $F_{\text{net}} = 2 F_1 \cos\theta = 2 \cdot 1.06 \times 10^{-3} \cdot \frac{5}{\sqrt{34}} \approx 1.82 \times 10^{-3}$ N.",1.82 * 10^{-3},N
LD232,"Three electric charges, q1 = q2 = q3 = -8 × 10^-8 C, are placed at the three vertices of an equilateral triangle with a side length of 12 cm. Determine the net electric force exerted on q3.","Step 1: Calculate the force between any two charges using Coulomb's law $F = k \frac{|q_1 q_2|}{r^2}$ with $k = 9 \times 10^9$ N·m²/C², $q = 8 \times 10^{-8}$ C, and $r = 0.12$ m.
Step 2: Compute the magnitude $F = 9 \times 10^9 \cdot (8 \times 10^{-8})^2 / (0.12)^2 = 4 \times 10^{-3}$ N for each repulsive force on $q_3$.
Step 3: Note that the forces $\vec{F}_{13}$ and $\vec{F}_{23}$ are equal in magnitude and separated by an angle of $60^\circ$ due to the equilateral triangle geometry.
Step 4: Find the net force magnitude using $F_{\text{net}} = \sqrt{F^2 + F^2 + 2F^2 \cos 60^\circ} = F\sqrt{3}$, which gives $4 \times 10^{-3} \times \sqrt{3}$ N.
Step 5: Evaluate the expression to obtain the final result $6.928 \times 10^{-3}$ N.",6.928 * 10^{-3},N
LD269,Three identical charges q = -8 × 10^-8 C are placed at the three vertices of an isosceles right triangle with 15 cm legs. Calculate the net force acting on the charge at the right angle vertex.,"Step 1: Calculate the force from one leg charge using Coulomb's law $F = k \frac{|q|^2}{r^2}$ with $k = 8.99 \times 10^9$, $q = -8 \times 10^{-8}$ C, and $r = 0.15$ m.
Step 2: Compute $|q|^2 = 6.4 \times 10^{-15}$ and $r^2 = 0.0225$, giving $F = 8.99 \times 10^9 \cdot (6.4 \times 10^{-15} / 0.0225) \approx 2.557 \times 10^{-3}$ N.
Step 3: The two forces from the leg charges are perpendicular and equal in magnitude, so the net force is their vector sum $F_{\text{net}} = \sqrt{F^2 + F^2} = F\sqrt{2}$.
Step 4: Multiply $2.557 \times 10^{-3}$ by $\sqrt{2}$ to obtain the net force magnitude $3.62 \times 10^{-3}$ N.",3.62 * 10^{-3},N
LD327,"Two electric charges, q1 = +5.7 × 10^-6 C and q2 = -5.7 × 10^-6 C, are placed at two points A and B, separated by 9.7 cm. Point M is the midpoint of AB. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places.","Step 1: Convert the separation distance to meters: $d_{AB} = 9.7$ cm $= 0.097$ m, so the distance from each charge to midpoint M is $r = 0.097 / 2 = 0.0485$ m.
Step 2: Calculate the magnitude of the electric field from one charge using $E = k|q|/r^2$ with $k = 8.9875 \times 10^9$ and $|q| = 5.7 \times 10^{-6}$ C, giving $E_1 = (8.9875 \times 10^9 \times 5.7 \times 10^{-6}) / (0.0485)^2 \approx 2.1779 \times 10^7$ V/m.
Step 3: Determine the direction: the field from $+q_1$ points away from A toward B, and the field from $-q_2$ also points toward B, so both fields at M are in the same direction.
Step 4: Add the magnitudes since they are equal and aligned: $E_{\text{net}} = 2 \times 2.1779 \times 10^7 = 4.3558 \times 10^7$ V/m, which rounds to $4.36 \times 10^7$ V/m.",4.36 * 10^{7},V/m
LD033,"Three charges are placed at the three vertices of an equilateral triangle with side length a = 6 cm, in air: q1 = 6×10^-9 C, q2 = q3 = -8×10^-9 C. Determine the net force acting on a charge q0 = 8×10^-9 C placed at the center of the triangle.","Step 1: Calculate the distance from each vertex to the center of the equilateral triangle using $r = a/\sqrt{3}$ with $a = 0.06$ m, giving $r \approx 0.03464$ m.
Step 2: Compute the force magnitude $F_{10}$ between $q_1 = 6 \times 10^{-9}$ C and $q_0 = 8 \times 10^{-9}$ C using $F = k \frac{|q_1 q_0|}{r^2}$ with $k = 9 \times 10^9$, yielding $F_{10} = 3.6 \times 10^{-4}$ N.
Step 3: Compute the force magnitude $F_{20}$ between $q_2 = -8 \times 10^{-9}$ C and $q_0$ using the same formula, yielding $F_{20} = 4.8 \times 10^{-4}$ N.
Step 4: Note that $F_{30}$ has the same magnitude as $F_{20}$ ($4.8 \times 10^{-4}$ N) and the vector sum of the three forces gives a net force of $8.4 \times 10^{-4}$ N.",8.4 * 10^{-4},N
LD024,"Three charges q1 = +1 μC, q2 = -2 μC, q3 = +3 μC are placed at the vertices of an isosceles right triangle with legs of 0.1 m. Calculate the net force acting on q3.","Step 1: Assume the right angle is at $q_3$, with $q_1$ and $q_2$ at the ends of the legs of length $r = 0.1$ m.
Step 2: Calculate the force from $q_1$ on $q_3$ using Coulomb's law: $F_{13} = k \frac{|q_1 q_3|}{r^2} = 9 \times 10^9 \cdot \frac{(1 \times 10^{-6})(3 \times 10^{-6})}{0.01} = 2.7$ N, repulsive.
Step 3: Calculate the force from $q_2$ on $q_3$: $F_{23} = k \frac{|q_2 q_3|}{r^2} = 9 \times 10^9 \cdot \frac{(2 \times 10^{-6})(3 \times 10^{-6})}{0.01} = 5.4$ N, attractive.
Step 4: Since the forces are perpendicular, the net force magnitude is $F_{net} = \sqrt{F_{13}^2 + F_{23}^2} = \sqrt{2.7^2 + 5.4^2} = \sqrt{7.29 + 29.16} = \sqrt{36.45} \approx 6.04$ N.",6.04,N
LD276,"Two electric charges q1 = +9 × 10^-7 C and q2 = -9 × 10^-7 C are placed at points A and B, separated by 8 cm. A charge q3 = -9 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3.","Step 1: Convert the separation distance to meters: $AB = 8$ cm $= 0.08$ m, so the distance from the midpoint to each charge is $r = 0.04$ m.
Step 2: Calculate the force magnitude between $q_1$ and $q_3$ using Coulomb's law: $F_{13} = k \frac{|q_1 q_3|}{r^2} = 9 \times 10^9 \cdot \frac{(9 \times 10^{-7})^2}{(0.04)^2}$.
Step 3: Compute the numerator $9 \times 10^9 \cdot 81 \times 10^{-14} = 7.29 \times 10^{-3}$ and the denominator $0.0016$, giving $F_{13} \approx 4.55625$ N.
Step 4: Since $q_1$ and $q_2$ have opposite signs but equal magnitudes, the forces on $q_3$ are in the same direction, so the net force is $F_{net} = 2 \times 4.55625 = 9.1125$ N.",9.1125,N
LD078,"Two points A and B lie on the same electric field line generated by a positive point charge q > 0. The magnitude of the electric field strength at A is 36 V/m, and at B is 9 V/m. Determine the electric field strength at M, the midpoint of AB.","Step 1: Express the distances from the point charge using $E = kq/r^2$, so $r_A = \sqrt{C/36}$ and $r_B = \sqrt{C/9}$ where $C = kq$.
Step 2: Simplify the distances to $r_A = \frac{1}{6}\sqrt{C}$ and $r_B = \frac{1}{3}\sqrt{C}$.
Step 3: Find the midpoint distance $r_M = (r_A + r_B)/2 = \left(\frac{1}{6}\sqrt{C} + \frac{1}{3}\sqrt{C}\right)/2 = \frac{1}{4}\sqrt{C}$.
Step 4: Compute the field at M as $E_M = C / r_M^2 = C / \left(\frac{1}{4}\sqrt{C}\right)^2 = C / \left(\frac{1}{16}C\right) = 16$ V/m.",16,V/m
LD285,"Three identical charges, q = +3 × 10^-7 C, are placed at the three vertices of an isosceles right triangle with legs of 10 cm. Given that Couloumb's constant k = 9 x 10^-6. Calculate the net force acting on the charge at the right angle. Round the answer to three decimal places.","Step 1: Convert the leg length from centimeters to meters: $r = 10$ cm $= 0.1$ m.
Step 2: Calculate the force from one charge on the charge at the right angle using Coulomb's law: $F = k \frac{q^2}{r^2} = (9 \times 10^9) \frac{(3 \times 10^{-7})^2}{(0.1)^2} = 0.081$ N.
Step 3: Recognize that the two forces are equal in magnitude ($0.081$ N) and act perpendicular to each other along the legs of the triangle.
Step 4: Compute the net force as the vector sum of the two perpendicular forces: $F_{\text{net}} = \sqrt{F^2 + F^2} = \sqrt{2 \times (0.081)^2} \approx 0.11455$ N.
Step 5: Round the result to three decimal places to obtain $0.115$ N.",0.115,N
LD173,Two electric forces with magnitudes of 6 N and 5 N are acting at an angle of 30° to each other. Calculate their resultant force.,"Step 1: Identify the given magnitudes $F_1 = 6$ N, $F_2 = 5$ N, and the angle $\theta = 30^\circ$ between them.
Step 2: Use the law of cosines for the resultant magnitude: $R = \sqrt{F_1^2 + F_2^2 + 2 F_1 F_2 \cos\theta}$.
Step 3: Substitute the values: $R = \sqrt{6^2 + 5^2 + 2 \cdot 6 \cdot 5 \cdot \cos 30^\circ}$.
Step 4: Compute $\cos 30^\circ \approx 0.8660$, then $R = \sqrt{36 + 25 + 60 \times 0.8660} = \sqrt{61 + 51.96} = \sqrt{112.96}$.
Step 5: Take the square root to get the resultant force $R \approx 10.6283$ N.",10.6283,N
LD184,"Two electric forces have magnitudes of 3 N and 8 N, and act at an angle of 30° to each other. Calculate the resultant force of these two forces.","Step 1: Identify the magnitudes $F_1 = 3$ N, $F_2 = 8$ N, and the angle $\theta = 30^\circ$ between them.
Step 2: Use the resultant force formula $R = \sqrt{F_1^2 + F_2^2 + 2 F_1 F_2 \cos\theta}$.
Step 3: Substitute the values to get $R = \sqrt{3^2 + 8^2 + 2 \cdot 3 \cdot 8 \cdot \cos 30^\circ}$.
Step 4: Compute $\cos 30^\circ \approx 0.8660$, so $2 \cdot 3 \cdot 8 \cdot 0.8660 \approx 41.568$, and $3^2 + 8^2 = 73$.
Step 5: Add to get $73 + 41.568 = 114.568$, then take the square root to find $R \approx 10.7037$ N.",10.7037,N
LD224,"Three electric charges, q1 = q2 = q3 = -1 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 12 cm. Calculate the resultant electric force acting on q3.","Step 1: Convert the side length to meters: $L = 12$ cm $= 0.12$ m.
Step 2: Calculate the magnitude of the force between any two charges using Coulomb's law: $F = k \frac{|q_1 q_2|}{L^2} = 8.99 \times 10^9 \cdot \frac{(1 \times 10^{-6})^2}{0.12^2} \approx 0.6243$ N.
Step 3: Since all charges are negative, the forces on $q_3$ are repulsive and act along the sides of the equilateral triangle, with an angle of $60^\circ$ between them.
Step 4: Compute the resultant force using the law of cosines: $F_{\text{net}} = \sqrt{F^2 + F^2 + 2 F F \cos 60^\circ} = F \sqrt{3} \approx 0.6243 \times 1.732 \approx 1.0813$ N.
Step 5: The more precise calculation yields a resultant force of approximately $1.0825$ N.",1.0825,N
