record_id,q_idx,n_premises_used,question,answer,explanation,premises_nl,premises_fol
80,1,1,"Based on the above premises, is the statement true?
Statement: If a student studies regularly, then they complete their assignments.",No,"Premise 5 directly states that studying regularly implies completing assignments, so the statement is true.","['Every student attends classes.', 'If a student does not study regularly, then they do not achieve high scores.', 'If every student completes their assignments, then if a student does not study regularly, they do not achieve high scores.', 'If not studying regularly implies not achieving high scores, then every student attends classes.', 'If a student studies regularly, then they complete their assignments.', 'If a student does not submit their homework on time, then they do not receive bonus points.']","['ForAll(x, AttendsClasses(x))', '∀x (¬StudiesRegularly(x) → ¬AchievesHighScores(x))', '(ForAll(x, CompletesAssignments(x)) → (¬StudiesRegularly(x) → ¬AchievesHighScores(x)))', '((¬StudiesRegularly(x) → ¬AchievesHighScores(x)) → ForAll(x, AttendsClasses(x)))', '∀x (StudiesRegularly(x) → CompletesAssignments(x))', '∀x (¬SubmitsHomeworkOnTime(x) → ¬ReceivesBonusPoints(x))']"
81,0,0,"Based on the above premises, which statement can be inferred?
A. If a student submits assignments on time, then they receive extra credit.
B. If a student receives extra credit, then they study regularly.
C. If a student achieves good grades, then they do not receive extra credit.
D. If a student does not submit assignments on time, then they study regularly.",Unknown,"Premise 6 directly states that if a student submits assignments on time, then they receive extra credit. This supports option A.","['If a student studies regularly, then they achieve good grades.', 'There exists at least one student who submits assignments on time.', 'If at least one student submits assignments on time, then for any student, not receiving extra credit implies not submitting assignments on time.', 'There exists at least one student who studies regularly.', 'If a student submits assignments on time, then they receive extra credit.']","['∀x (StudiesRegularly(x) → AchievesGoodGrades(x))', 'Exists(x, SubmitsAssignmentsOnTime(x))', '(Exists(x, SubmitsAssignmentsOnTime(x)) → (¬ReceivesExtraCredit(x) → ¬SubmitsAssignmentsOnTime(x)))', 'Exists(x, StudiesRegularly(x))', '∀x (SubmitsAssignmentsOnTime(x) → ReceivesExtraCredit(x))']"
81,1,0,"Based on the above premises, is the statement true?
Statement: If a student submits assignments on time, then they receive extra credit.",No,This is exactly what is stated in premise 6: submitting assignments on time leads to receiving extra credit.,"['If a student studies regularly, then they achieve good grades.', 'There exists at least one student who submits assignments on time.', 'If at least one student submits assignments on time, then for any student, not receiving extra credit implies not submitting assignments on time.', 'There exists at least one student who studies regularly.', 'If a student submits assignments on time, then they receive extra credit.']","['∀x (StudiesRegularly(x) → AchievesGoodGrades(x))', 'Exists(x, SubmitsAssignmentsOnTime(x))', '(Exists(x, SubmitsAssignmentsOnTime(x)) → (¬ReceivesExtraCredit(x) → ¬SubmitsAssignmentsOnTime(x)))', 'Exists(x, StudiesRegularly(x))', '∀x (SubmitsAssignmentsOnTime(x) → ReceivesExtraCredit(x))']"
83,0,1,"Based on the above premises, which statement can be inferred?
A. If every student participates in research, then every student takes advanced courses.
B. If a student does not participate in research, then they do not win a scholarship.
C. If a student takes advanced courses, then they participate in research.
D. If every student wins a scholarship, then no student participates in research.",Unknown,"Premise 0 states that if a student does not take advanced courses, then they do not participate in research. Taking the contrapositive gives: if a student participates in research, they must have taken advanced courses. Premise 6 states that every student participates in research, so it follows that every student takes advanced courses.","['If a student does not take advanced courses, then they do not participate in research.', 'Every student takes advanced courses.', 'If at least one student wins a scholarship, then every student takes advanced courses.', 'If every student takes advanced courses, then at least one student wins a scholarship.', 'Every student wins a scholarship.', 'Every student participates in research.']","['∀x (¬TakesAdvancedCourses(x) → ¬ParticipatesInResearch(x))', 'ForAll(x, TakesAdvancedCourses(x))', '(Exists(x, WinsScholarship(x)) → ForAll(x, TakesAdvancedCourses(x)))', '(ForAll(x, TakesAdvancedCourses(x)) → Exists(x, WinsScholarship(x)))', 'ForAll(x, WinsScholarship(x))', 'ForAll(x, ParticipatesInResearch(x))']"
83,1,1,"Based on the above premises, is the statement true?
Statement: If every student wins a scholarship, then at least one student wins a scholarship.",No,"If every student wins a scholarship (Premise 5), then by logical necessity, at least one student wins a scholarship. The universal statement implies the existential.","['If a student does not take advanced courses, then they do not participate in research.', 'Every student takes advanced courses.', 'If at least one student wins a scholarship, then every student takes advanced courses.', 'If every student takes advanced courses, then at least one student wins a scholarship.', 'Every student wins a scholarship.', 'Every student participates in research.']","['∀x (¬TakesAdvancedCourses(x) → ¬ParticipatesInResearch(x))', 'ForAll(x, TakesAdvancedCourses(x))', '(Exists(x, WinsScholarship(x)) → ForAll(x, TakesAdvancedCourses(x)))', '(ForAll(x, TakesAdvancedCourses(x)) → Exists(x, WinsScholarship(x)))', 'ForAll(x, WinsScholarship(x))', 'ForAll(x, ParticipatesInResearch(x))']"
85,0,1,"Based on the above premises, which statement can be inferred?
A. If someone is a researcher, then they are qualified.
B. If someone is a professor, then they are not qualified.
C. If someone is qualified, then they are a student.
D. If someone takes courses, then they are a professor.",Unknown,"From premise 5, if someone is not qualified, then they are not a researcher. The contrapositive gives us: if someone is a researcher, then they are qualified.","['There exists at least one student.', 'Everyone takes courses.', 'If x is a student, then x is a researcher.', 'If x is not qualified, then x is not a researcher.', 'If x is a professor, then x teaches.']","['Exists(x, Student(x))', 'ForAll(x, TakesCourses(x))', '∀x (Student(x) → Researcher(x))', '∀x (¬Qualified(x) → ¬Researcher(x))', '∀x (Professor(x) → Teaches(x))']"
85,1,2,"Based on the above premises, is the statement true?
Statement: There exists someone who is qualified.",No,"Premise 0 says there exists at least one student. Premise 2 tells us that students are researchers. From premise 5 (¬Qualified → ¬Researcher), we derive that researchers must be qualified. So at least one qualified person exists.","['There exists at least one student.', 'Everyone takes courses.', 'If x is a student, then x is a researcher.', 'If x is not qualified, then x is not a researcher.', 'If x is a professor, then x teaches.']","['Exists(x, Student(x))', 'ForAll(x, TakesCourses(x))', '∀x (Student(x) → Researcher(x))', '∀x (¬Qualified(x) → ¬Researcher(x))', '∀x (Professor(x) → Teaches(x))']"
86,0,1,"Based on the above premises, which statement can be inferred?
A. If someone passes the exam, they are qualified.
B. If someone takes courses, then they are qualified.
C. If someone is not a student, they take courses.
D. If someone understands the lecture, then they are not a student.",Unknown,"From premise 2, if someone is not qualified, then they do not pass the exam. The contrapositive of this is: if someone passes the exam, they must be qualified.","['Everyone takes courses.', 'If x is not qualified, then x does not pass the exam.', ""If 'not being a student implies not taking courses' is true, then everyone takes courses."", 'Everyone understands the lectures.', 'If x is not a student, then x does not understand the lectures.']","['ForAll(x, TakesCourses(x))', '∀x (¬Qualified(x) → ¬Passes(x))', '((¬Student(x) → ¬TakesCourses(x)) → ForAll(x, TakesCourses(x)))', 'ForAll(x, Understands(x))', '∀x (¬Student(x) → ¬Understands(x))']"
86,1,1,"Based on the above premises, is the statement true?
Statement: Everyone is a student.",No,"Premise 5 says everyone understands lectures, and premise 6 says that if someone is not a student, they do not understand lectures. Using contraposition, we conclude that all who understand lectures are students. Since everyone understands, everyone must be a student.","['Everyone takes courses.', 'If x is not qualified, then x does not pass the exam.', ""If 'not being a student implies not taking courses' is true, then everyone takes courses."", 'Everyone understands the lectures.', 'If x is not a student, then x does not understand the lectures.']","['ForAll(x, TakesCourses(x))', '∀x (¬Qualified(x) → ¬Passes(x))', '((¬Student(x) → ¬TakesCourses(x)) → ForAll(x, TakesCourses(x)))', 'ForAll(x, Understands(x))', '∀x (¬Student(x) → ¬Understands(x))']"
87,0,1,"Based on the above premises, which statement can be inferred?
A. If someone takes the course, then they are a student.
B. If someone is a student, then they understand the lecture.
C. If someone is not registered for the course, they pass the exam.
D. If someone understands the lecture, then they are not a student.",Unknown,"From premise 5, if someone is not registered, they do not take the course. Contraposing gives: if someone takes the course, they are registered. From premise 6, if they are registered, they are a student. So, if someone takes the course, they are a student.","['If x understands the lecture, then x passes the exam.', 'There exists at least one student.', ""If 'understanding the lecture implies taking the course' is true, then 'understanding the lecture implies passing the exam' is also true."", 'If x is not registered for the course, then x does not take the course.', 'If x is registered for the course, then x is a student.']","['∀x (U(x) → P(x))', 'Exists(x, S(x))', '∀x ((U(x) → T(x)) → (U(x) → P(x)))', '∀x (¬R(x) → ¬T(x))', '∀x (R(x) → S(x))']"
87,1,1,"Based on the above premises, is the following statement true?
Statement: If someone understands the lecture, then they pass the exam.",No,"Premise 1 directly states that if someone understands the lecture, they pass the exam. So the statement is true.","['If x understands the lecture, then x passes the exam.', 'There exists at least one student.', ""If 'understanding the lecture implies taking the course' is true, then 'understanding the lecture implies passing the exam' is also true."", 'If x is not registered for the course, then x does not take the course.', 'If x is registered for the course, then x is a student.']","['∀x (U(x) → P(x))', 'Exists(x, S(x))', '∀x ((U(x) → T(x)) → (U(x) → P(x)))', '∀x (¬R(x) → ¬T(x))', '∀x (R(x) → S(x))']"
